"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote"
"NEN","New England Realty Associates Limited Partnership","49.48","$186.48M","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/nen"
"NGD","NEW GOLD INC.","2.89","$1.47B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ngd"
"HLTH","Nobilis Health Corp.","2.22","$148.82M","2015","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/hlth"
"NSAT","Norsat International Inc.","4.1519","$24.21M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/nsat"
"NAK","Northern Dynasty Minerals, Ltd.","0.2838","$62.99M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/nak"
"NOG","Northern Oil and Gas, Inc.","3.07","$193.29M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/nog"
"NBY","NovaBay Pharmaceuticals, Inc.","2.44","$339989.6","2007","n/a","n/a","http://www.nasdaq.com/symbol/nby"
"NCQ","NovaCopper Inc.","0.27","$28.34M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ncq"
"NG","Novagold Resources Inc.","4.52","$1.44B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ng"
"NTN","NTN Buzztime, Inc.","0.135","$12.48M","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/ntn"
"NVX","Nuveen California Dividend Advantage Municipal Fund 2","16.17","$238.66M","2001","n/a","n/a","http://www.nasdaq.com/symbol/nvx"
"NZH","Nuveen California Dividend Advantage Municipal Fund 3","14.7","$355.03M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nzh"
"NCB","Nuveen California Municipal Value Fund 2","17.24","$56.68M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ncb"
"CFD","Nuveen Diversified Commodity Fund","8.63","$78.08M","2010","n/a","n/a","http://www.nasdaq.com/symbol/cfd"
"NXZ","Nuveen Dividend Advantage Municipal Fund 2","14.57","$429.14M","2001","n/a","n/a","http://www.nasdaq.com/symbol/nxz"
"NZF","Nuveen Dividend Advantage Municipal Fund 3","14.61","$530.53M","2007","n/a","n/a","http://www.nasdaq.com/symbol/nzf"
"NVG","Nuveen Dividend Advantage Municipal Income Fund","14.84","$395.44M","2002","n/a","n/a","http://www.nasdaq.com/symbol/nvg"
"CTF","Nuveen Long/Short Commodity Total Return Fund","15.39","$251.56M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ctf"
"NOM","Nuveen Missouri Premium Income Municipal Fund","15.6936","$36.63M","1993","n/a","n/a","http://www.nasdaq.com/symbol/nom"
"NMZ","Nuveen Municipal High Income Opportunity Fund","13.98","$700.18M","2003","n/a","n/a","http://www.nasdaq.com/symbol/nmz"
"NJV","Nuveen New Jersey Municipal Value Fund","14.9479","$23.17M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/njv"
"NYV","Nuveen New York Municipal Value Fund 2","15.62","$36.7M","2009","n/a","n/a","http://www.nasdaq.com/symbol/nyv"
"NPN","Nuveen Pennsylvania Municipal Value Fund","15.447","$18.84M","2009","n/a","n/a","http://www.nasdaq.com/symbol/npn"
"JRS","Nuveen Real Estate Fund","9.8","$283.15M","2001","n/a","n/a","http://www.nasdaq.com/symbol/jrs"
"OCX","OncoCyte Corporation","3.32","$84.3M","2015","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/ocx"
"OGEN","Oragenics, Inc.","0.94","$34.29M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ogen"
"TIS","Orchids Paper Products Company","27.2","$279.31M","2005","Basic Industries","Paper","http://www.nasdaq.com/symbol/tis"
"ONVO","Organovo Holdings, Inc.","2.09","$193.14M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/onvo"
"ONP","Orient Paper, Inc.","1.2584","$25.57M","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/onp"
"OSG","Overseas Shipholding Group, Inc.","2.38","$834.15M","2015","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/osg"
"OSGB","Overseas Shipholding Group, Inc.","3.01","$20.72M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/osgb"
"ORM","Owens Realty Mortgage, Inc.","13.94","$143.95M","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/orm"
"PHF","Pacholder High Yield Fund, Inc.","5.92","$76.94M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/phf"
"PBM","Pacific Booker Minerals Inc","1.1","$13.91M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/pbm"
"PCG^A","Pacific Gas & Electric Co.","30.49","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^a"
"PCG^B","Pacific Gas & Electric Co.","27.65","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^b"
"PCG^C","Pacific Gas & Electric Co.","27","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^c"
"PCG^D","Pacific Gas & Electric Co.","25.35","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^d"
"PCG^E","Pacific Gas & Electric Co.","25.84","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^e"
"PCG^G","Pacific Gas & Electric Co.","24.75","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^g"
"PCG^H","Pacific Gas & Electric Co.","24","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^h"
"PCG^I","Pacific Gas & Electric Co.","24.6145","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^i"
"PTN","Palatin Technologies, Inc.","0.585","$39.8M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ptn"
"PARR","Par Pacific Holdings, Inc.","21.84","$819.67M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/parr"
"PZG","Paramount Gold Nevada Corp.","1.08","$9.2M","2015","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/pzg"
"PRK","Park National Corporation","82.64","$1.27B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/prk"
"PED","Pedevco Corp.","0.24","$10.86M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ped"
"PFNX","Pfenex Inc.","8.2","$190.98M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pfnx"
"PIP","PharmAthene, Inc","1.73","$111.5M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pip"
"HNW","Pioneer Diversified High Income Trust","13.94","$116.16M","2007","n/a","n/a","http://www.nasdaq.com/symbol/hnw"
"PLG","Platinum Group Metals Ltd.","1.16","$90.01M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/plg"
"PLM","Polymet Mining Corp.","0.83","$230.37M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/plm"
"PW","Power REIT","4.24","$7.39M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/pw"
"PW^A","Power REIT","26.64","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pw^a"
"PLX","Protalix BioTherapeutics, Inc.","0.84","$83.83M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/plx"
"PVCT","Provectus Biopharmaceuticals, Inc.","0.5175","$105.9M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pvct"
"PVCT.WS","Provectus Biopharmaceuticals, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pvct.ws"
"RLGT","Radiant Logistics, Inc.","3.25","$158.39M","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/rlgt"
"RLGT^A","Radiant Logistics, Inc.","23.25","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rlgt^a"
"REE","Rare Element Resources Ltd.","0.071","$3.76M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ree"
"UTG","Reaves Utility Income Fund","27.8","$875.76M","2004","n/a","n/a","http://www.nasdaq.com/symbol/utg"
"REED","Reeds, Inc.","4.74","$62.32M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/reed"
"RWC","RELM Wireless Corporation","4.06","$55.7M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/rwc"
"RCG","RENN Fund, Inc.","0.996","$4.45M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rcg"
"RVP","Retractable Technologies, Inc.","2.87","$80.05M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/rvp"
"RNN","Rexahn Pharmaceuticals, Inc.","0.3617","$65.38M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rnn"
"RIC","Richmont Mines, Inc.","4.13","$240.94M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ric"
"REI","Ring Energy, Inc.","4.97","$151.04M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rei"
"RIF","RMR Real Estate Income Fund.","17.27","$132.14M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rif"
"SGA","Saga Communications, Inc.","37.01","$215.09M","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/sga"
"SSN","Samson Oil & Gas Limited","0.63","$8.94M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ssn"
"SPP","Sanchez Production Partners LP","13.16","$40.12M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/spp"
"SAND          ","Sandstorm Gold Ltd","2.57","$353.74M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/sand          "
"SEB","Seaboard Corporation","2615.99","$3.06B","1996","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/seb"
"SVT","Servotronics, Inc.","7.195","$17.54M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/svt"
"SIF","SIFCO Industries, Inc.","8.05","$43.86M","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/sif"
"SKY","Skyline Corporation","4.0199","$33.73M","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/sky"
"SLI","SL Industries, Inc.","28.5","$112.89M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sli"
"XPL","Solitario Exploration & Royalty Corp","0.445","$17.44M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/xpl"
"SCE^B","Southern California Edison Company","23.49","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^b"
"SCE^C","Southern California Edison Company","23.9","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^c"
"SCE^D","Southern California Edison Company","24.0401","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^d"
"SCE^E","Southern California Edison Company","25.245","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^e"
"SGB","Southwest Georgia Financial Corporation","13.75","$35.03M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sgb"
"LOV","Spark Networks, Inc.","3.25","$83.5M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/lov"
"STRP","Straight Path Communications Inc.","22.3","$270.75M","2013","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/strp"
"SSY","SunLink Health Systems, Inc.","0.54","$5.1M","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/ssy"
"SDPI","Superior Drilling Products, Inc.","1.62","$28.24M","2014","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/sdpi"
"STS","Supreme Industries, Inc.","5.67","$94.79M","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/sts"
"SYRG","Synergy Resources Corporation","5.51","$605.95M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/syrg"
"SYN","Synthetic Biologics, Inc","1.15","$104.43M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/syn"
"TRX","Tanzanian Royalty Exploration Corporation","0.2048","$22.14M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/trx"
"TGB","Taseko Mines Limited","0.3571","$79.21M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tgb"
"TRC.WS","Tejon Ranch Co","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/trc.ws"
"TIK","Tel-Instrument Electronics Corp.","3.85","$12.54M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/tik"
"TGC","Tengasco, Inc.","0.148","$9M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tgc"
"GLU","The Gabelli Global Utility and Income Trust","16.4","$67.43M","2004","n/a","n/a","http://www.nasdaq.com/symbol/glu"
"GLU^A","The Gabelli Global Utility and Income Trust","50.9","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/glu^a"
"TXMD","TherapeuticsMD, Inc.","6.39","$1.14B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/txmd"
"TPI","Tianyin Pharmaceutical Co., Inc.","0.1261","$3.71M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tpi"
"TLR","Timberline Resources Corporation","0.16","$1.58M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tlr"
"TGD","Timmons Gold Corp","0.1622","$51.15M","2011","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tgd"
"TOF","Tofutti Brands Inc.","2.7499","$14.17M","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/tof"
"TMP","Tompkins Financial Corporation","52.17","$777.4M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tmp"
"TAT","Transatlantic Petroleum Ltd","0.72","$29.53M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tat"
"TRXC","TransEnterix, Inc.","3.39","$339.48M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/trxc"
"TPLM","Triangle Petroleum Corporation","0.4","$30.29M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tplm"
"TPHS","Trinity Place Holdings Inc.","5.84","$147.41M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/tphs"
"TRT","Trio-Tech International","2.5863","$9.09M","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/trt"
"HTM","U.S. Geothermal Inc.","0.61","$65.64M","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/htm"
"UFAB","Unique Fabricating, Inc.","9.15","$87.77M","2015","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/ufab"
"UAMY","United States Antimony Corporation","0.18","$11.94M","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/uamy"
"UUU","Universal Security Instruments, Inc.","3.7201","$8.6M","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/uuu"
"UQM","UQM TECHNOLOGIES INC","0.62","$30.03M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/uqm"
"URG","Ur Energy Inc","0.535","$69.65M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/urg"
"UEC","Uranium Energy Corp.","0.865","$85.84M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/uec"
"VSR","Versar, Inc.","2.39","$23.48M","1986","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/vsr"
"VII","Vicon Industries, Inc.","1.51","$14.1M","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/vii"
"VHC","VirnetX Holding Corp","6.99","$370.79M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/vhc"
"VGZ","Vista Gold Corporation","0.319","$26.44M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/vgz"
"VNRX","VolitionRX Limited","3.92","$72.41M","2015","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/vnrx"
"VISI","Volt Information Sciences, Inc.","6.58","$137.06M","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/visi"
"EAD","Wells Fargo Income Opportunities Fund","7.06","$501.14M","2003","n/a","n/a","http://www.nasdaq.com/symbol/ead"
"ERC","Wells Fargo Multi-Sector Income Fund","11.15","$468.91M","2003","n/a","n/a","http://www.nasdaq.com/symbol/erc"
"ERH","Wells Fargo Utilities and High Income Fund","12.03","$111.07M","2004","n/a","n/a","http://www.nasdaq.com/symbol/erh"
"SBI","Western Asset Intermediate Muni Fund Inc","10.5","$147.81M","1992","n/a","n/a","http://www.nasdaq.com/symbol/sbi"
"WRN","Western Copper and Gold Corporation","0.25","$23.55M","2011","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/wrn"
"WYY","WidePoint Corporation","0.585","$48.27M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/wyy"
"WTT","Wireless Telecom Group,  Inc.","1.51","$29.64M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/wtt"
"XTNT","Xtant Medical Holdings, Inc.","2.38","$28.29M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/xtnt"
"YUMA","Yuma Energy, Inc.","0.1995","$14.3M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/yuma"
"YUMA^A","Yuma Energy, Inc.","1.29","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/yuma^a",
